system,database,table,row_estimate,data_bytes,index_bytes,total_bytes,extra
mariadb,V5_data_2028,bouees_06_d1,0,0,1024,1024,
mariadb,V5_data_2028,static_08_d1,0,0,1024,1024,
mariadb,V5_data_2028,mae_07_d2,0,0,1024,1024,
mariadb,V5_data_2028,bouees_10_d1,0,0,1024,1024,
mariadb,V5_data_2028,bouees_01_d3,0,0,1024,1024,
mariadb,V5_data_2028,metar_06_d2,0,0,1024,1024,
mariadb,V5_data_2028,static_05_d1,0,0,1024,1024,
mariadb,V5_data_2028,synop_07_d2,0,0,1024,1024,
mariadb,V5_data_2028,metar_10_d2,0,0,1024,1024,
mariadb,V5_data_2028,synop_11_d2,0,0,1024,1024,
mariadb,V5_data_2028,mae_11_d2,0,0,1024,1024,
mariadb,V5_data_2028,bouees_05_d2,0,0,1024,1024,
mariadb,V5_data_2028,metar_02_d3,0,0,1024,1024,
mariadb,V5_data_2028,mae_04_d1,0,0,1024,1024,
mariadb,V5_data_2028,metar_09_d2,0,0,1024,1024,
mariadb,V5_data_2028,bouees_04_d1,0,0,1024,1024,
mariadb,V5_data_2028,synop_08_d2,0,0,1024,1024,
mariadb,V5_data_2028,mae_08_d2,0,0,1024,1024,
mariadb,V5_data_2028,static_11_d1,0,0,1024,1024,
mariadb,V5_data_2028,metar_12_d2,0,0,1024,1024,
mariadb,V5_data_2028,static_09_d2,0,0,1024,1024,
mariadb,V5_data_2028,bouees_07_d2,0,0,1024,1024,
mariadb,V5_data_2028,mae_10_d1,0,0,1024,1024,
mariadb,V5_data_2028,mae_05_d2,0,0,1024,1024,
mariadb,V5_data_2028,bouees_12_d1,0,0,1024,1024,
mariadb,V5_data_2028,static_06_d2,0,0,1024,1024,
mariadb,V5_data_2028,bouees_08_d2,0,0,1024,1024,
mariadb,V5_data_2028,metar_05_d1,0,0,1024,1024,
mariadb,V5_data_2028,synop_04_d1,0,0,1024,1024,
mariadb,V5_data_2028,synop_05_d2,0,0,1024,1024,
mariadb,V5_data_2028,static_07_d1,0,0,1024,1024,
mariadb,V5_data_2028,bouees_09_d1,0,0,1024,1024,
mariadb,V5_data_2028,metar_04_d2,0,0,1024,1024,
mariadb,V5_data_2028,bouees_03_d3,0,0,1024,1024,
mariadb,V5_data_2028,synop_01_d3,0,0,1024,1024,
mariadb,V5_data_2028,mae_08_d1,0,0,1024,1024,
mariadb,V5_data_2028,static_09_d1,0,0,1024,1024,
mariadb,V5_data_2028,static_03_d3,0,0,1024,1024,
mariadb,V5_data_2028,mae_10_d2,0,0,1024,1024,
mariadb,V5_data_2028,bouees_11_d1,0,0,1024,1024,
mariadb,V5_data_2028,mae_06_d2,0,0,1024,1024,
mariadb,V5_data_2028,synop_06_d2,0,0,1024,1024,
mariadb,V5_data_2028,metar_07_d2,0,0,1024,1024,
mariadb,V5_data_2028,static_04_d1,0,0,1024,1024,
mariadb,V5_data_2028,metar_06_d1,0,0,1024,1024,
mariadb,V5_data_2028,bouees_07_d1,0,0,1024,1024,
mariadb,V5_data_2028,static_12_d1,0,0,1024,1024,
mariadb,V5_data_2028,mae_02_d3,0,0,1024,1024,
mariadb,V5_data_2028,static_11_d2,0,0,1024,1024,
mariadb,V5_data_2028,metar_12_d1,0,0,1024,1024,
mariadb,V5_data_2028,metar_09_d1,0,0,1024,1024,
mariadb,V5_data_2028,metar_03_d3,0,0,1024,1024,
mariadb,V5_data_2028,bouees_04_d2,0,0,1024,1024,
mariadb,V5_data_2028,synop_02_d3,0,0,1024,1024,
mariadb,V5_data_2028,synop_10_d2,0,0,1024,1024,
mariadb,V5_data_2028,metar_11_d2,0,0,1024,1024,
mariadb,V5_data_2028,static_05_d2,0,0,1024,1024,
mariadb,V5_data_2028,synop_07_d1,0,0,1024,1024,
mariadb,V5_data_2028,mae_07_d1,0,0,1024,1024,
mariadb,V5_data_2028,bouees_05_d1,0,0,1024,1024,
mariadb,V5_data_2028,static_10_d1,0,0,1024,1024,
mariadb,V5_data_2028,synop_12_d2,0,0,1024,1024,
mariadb,V5_data_2028,mae_09_d2,0,0,1024,1024,
mariadb,V5_data_2028,bouees_08_d1,0,0,1024,1024,
mariadb,V5_data_2028,static_06_d1,0,0,1024,1024,
mariadb,V5_data_2028,bouees_02_d3,0,0,1024,1024,
mariadb,V5_data_2028,metar_05_d2,0,0,1024,1024,
mariadb,V5_data_2028,synop_04_d2,0,0,1024,1024,
mariadb,V5_data_2028,metar_08_d2,0,0,1024,1024,
mariadb,V5_data_2028,static_01_d3,0,0,1024,1024,
mariadb,V5_data_2028,bouees_10_d2,0,0,1024,1024,
mariadb,V5_data_2028,mae_11_d1,0,0,1024,1024,
mariadb,V5_data_2028,bouees_06_d2,0,0,1024,1024,
mariadb,V5_data_2028,static_08_d2,0,0,1024,1024,
mariadb,V5_data_2028,metar_01_d3,0,0,1024,1024,
mariadb,V5_data_2028,metar_10_d1,0,0,1024,1024,
mariadb,V5_data_2028,synop_11_d1,0,0,1024,1024,
mariadb,V5_data_2028,mae_12_d2,0,0,1024,1024,
mariadb,V5_data_2028,synop_09_d2,0,0,1024,1024,
mariadb,V5_data_2028,mae_04_d2,0,0,1024,1024,
mariadb,V5_data_2028,metar_04_d1,0,0,1024,1024,
mariadb,V5_data_2028,bouees_03_d2,0,0,1024,1024,
mariadb,V5_data_2028,bouees_04_d3,0,0,1024,1024,
mariadb,V5_data_2028,synop_02_d2,0,0,1024,1024,
mariadb,V5_data_2028,mae_02_d2,0,0,1024,1024,
mariadb,V5_data_2028,static_11_d3,0,0,1024,1024,
mariadb,V5_data_2028,bouees_09_d3,0,0,1024,1024,
mariadb,V5_data_2028,static_07_d3,0,0,1024,1024,
mariadb,V5_data_2028,bouees_03_d1,0,0,1024,1024,
mariadb,V5_data_2028,bouees_12_d3,0,0,1024,1024,
mariadb,V5_data_2028,mae_04_d3,0,0,1024,1024,
mariadb,V5_data_2028,metar_03_d2,0,0,1024,1024,
mariadb,V5_data_2028,metar_11_d3,0,0,1024,1024,
mariadb,V5_data_2028,synop_06_d3,0,0,1024,1024,
mariadb,V5_data_2028,metar_07_d3,0,0,1024,1024,
mariadb,V5_data_2028,acars,0,0,1024,1024,
mariadb,V5_data_2028,mae_06_d3,0,0,1024,1024,
mariadb,V5_data_2028,static_03_d2,0,0,1024,1024,
mariadb,V5_data_2028,mae_10_d3,0,0,1024,1024,
mariadb,V5_data_2028,synop_01_d1,0,0,1024,1024,
mariadb,V5_data_2028,mae_01_d1,0,0,1024,1024,
mariadb,V5_data_2028,synop_10_d3,0,0,1024,1024,
mariadb,V5_data_2028,bouees_02_d2,0,0,1024,1024,
mariadb,V5_data_2028,metar_05_d3,0,0,1024,1024,
mariadb,V5_data_2028,synop_04_d3,0,0,1024,1024,
mariadb,V5_data_2028,metar_01_d2,0,0,1024,1024,
mariadb,V5_data_2028,static_02_d1,0,0,1024,1024,
mariadb,V5_data_2028,bouees_10_d3,0,0,1024,1024,
mariadb,V5_data_2028,bouees_01_d1,0,0,1024,1024,
mariadb,V5_data_2028,static_05_d3,0,0,1024,1024,
mariadb,V5_data_2028,bouees_12_d2,0,0,1024,1024,
mariadb,V5_data_2028,mae_05_d1,0,0,1024,1024,
mariadb,V5_data_2028,synop_05_d1,0,0,1024,1024,
mariadb,V5_data_2028,bouees_09_d2,0,0,1024,1024,
mariadb,V5_data_2028,static_08_d3,0,0,1024,1024,
mariadb,V5_data_2028,bouees_06_d3,0,0,1024,1024,
mariadb,V5_data_2028,synop_12_d3,0,0,1024,1024,
mariadb,V5_data_2028,mae_09_d3,0,0,1024,1024,
mariadb,V5_data_2028,mae_03_d1,0,0,1024,1024,
mariadb,V5_data_2028,synop_03_d1,0,0,1024,1024,
mariadb,V5_data_2028,mae_12_d3,0,0,1024,1024,
mariadb,V5_data_2028,synop_09_d3,0,0,1024,1024,
mariadb,V5_data_2028,static_01_d2,0,0,1024,1024,
mariadb,V5_data_2028,metar_08_d3,0,0,1024,1024,
mariadb,V5_data_2028,metar_02_d1,0,0,1024,1024,
mariadb,V5_data_2028,static_07_d2,0,0,1024,1024,
mariadb,V5_data_2029,synop_06_d1,0,0,1024,1024,
mariadb,V5_data_2029,synop_03_d2,0,0,1024,1024,
mariadb,V5_data_2029,bouees_11_d3,0,0,1024,1024,
mariadb,V5_data_2029,bouees_03_d2,0,0,1024,1024,
mariadb,V5_data_2029,metar_01_d1,0,0,1024,1024,
mariadb,V5_data_2029,mae_12_d1,0,0,1024,1024,
mariadb,V5_data_2029,synop_11_d3,0,0,1024,1024,
mariadb,V5_data_2029,mae_09_d1,0,0,1024,1024,
mariadb,V5_data_2029,mae_03_d3,0,0,1024,1024,
mariadb,V5_data_2029,metar_10_d3,0,0,1024,1024,
mariadb,V5_data_2029,mae_11_d2,0,0,1024,1024,
mariadb,V5_data_2029,static_04_d3,0,0,1024,1024,
mariadb,V5_data_2029,mae_05_d3,0,0,1024,1024,
mariadb,V5_data_2029,static_10_d2,0,0,1024,1024,
mariadb,V5_data_2029,mae_03_d2,0,0,1024,1024,
mariadb,V5_data_2029,static_03_d1,0,0,1024,1024,
mariadb,V5_data_2029,static_09_d3,0,0,1024,1024,
mariadb,V5_data_2029,bouees_07_d3,0,0,1024,1024,
mariadb,V5_data_2029,static_12_d3,0,0,1024,1024,
mariadb,V5_data_2029,mae_07_d2,0,0,1024,1024,
mariadb,V5_data_2029,metar_02_d2,0,0,1024,1024,
mariadb,V5_data_2029,synop_07_d3,0,0,1024,1024,
mariadb,V5_data_2029,static_12_d1,0,0,1024,1024,
mariadb,V5_data_2029,static_09_d1,0,0,1024,1024,
mariadb,V5_data_2029,mae_03_d1,0,0,1024,1024,
mariadb,V5_data_2029,synop_11_d1,0,0,1024,1024,
mariadb,V5_data_2029,mae_09_d3,0,0,1024,1024,
mariadb,V5_data_2029,mae_12_d3,0,0,1024,1024,
mariadb,V5_data_2029,static_07_d2,0,0,1024,1024,
mariadb,V5_data_2029,bouees_09_d2,0,0,1024,1024,
mariadb,V5_data_2029,metar_01_d3,0,0,1024,1024,
mariadb,V5_data_2029,mae_04_d3,0,0,1024,1024,
mariadb,V5_data_2029,static_11_d2,0,0,1024,1024,
mariadb,V5_data_2029,bouees_12_d2,0,0,1024,1024,
mariadb,V5_data_2029,metar_10_d1,0,0,1024,1024,
mariadb,V5_data_2029,bouees_07_d1,0,0,1024,1024,
mariadb,V5_data_2029,metar_05_d2,0,0,1024,1024,
mariadb,V5_data_2029,static_03_d3,0,0,1024,1024,
mariadb,V5_data_2029,synop_04_d2,0,0,1024,1024,
mariadb,V5_data_2029,bouees_11_d1,0,0,1024,1024,
mariadb,V5_data_2029,synop_12_d2,0,0,1024,1024,
mariadb,V5_data_2029,synop_09_d2,0,0,1024,1024,
mariadb,V5_data_2029,metar_08_d2,0,0,1024,1024,
mariadb,V5_data_2029,static_04_d1,0,0,1024,1024,
mariadb,V5_data_2029,acars,0,0,1024,1024,
mariadb,V5_data_2029,metar_07_d1,0,0,1024,1024,
mariadb,V5_data_2029,metar_07_d3,0,0,1024,1024,
mariadb,V5_data_2029,bouees_11_d2,0,0,1024,1024,
mariadb,V5_data_2029,metar_02_d3,0,0,1024,1024,
mariadb,V5_data_2029,static_04_d2,0,0,1024,1024,
mariadb,V5_data_2029,metar_08_d1,0,0,1024,1024,
mariadb,V5_data_2029,synop_09_d1,0,0,1024,1024,
mariadb,V5_data_2029,mae_11_d3,0,0,1024,1024,
mariadb,V5_data_2029,synop_03_d3,0,0,1024,1024,
mariadb,V5_data_2029,static_12_d2,0,0,1024,1024,
mariadb,V5_data_2029,mae_07_d3,0,0,1024,1024,
mariadb,V5_data_2029,synop_12_d1,0,0,1024,1024,
mariadb,V5_data_2029,bouees_09_d1,0,0,1024,1024,
mariadb,V5_data_2029,static_11_d1,0,0,1024,1024,
mariadb,V5_data_2029,synop_07_d2,0,0,1024,1024,
mariadb,V5_data_2029,bouees_04_d1,0,0,1024,1024,
mariadb,V5_data_2029,metar_06_d2,0,0,1024,1024,
mariadb,V5_data_2029,synop_11_d2,0,0,1024,1024,
mariadb,V5_data_2029,bouees_12_d1,0,0,1024,1024,
mariadb,V5_data_2029,metar_10_d2,0,0,1024,1024,
mariadb,V5_data_2029,bouees_03_d3,0,0,1024,1024,
mariadb,V5_data_2029,static_07_d1,0,0,1024,1024,
mariadb,V5_data_2029,synop_04_d1,0,0,1024,1024,
mariadb,V5_data_2029,metar_05_d1,0,0,1024,1024,
mariadb,V5_data_2029,static_09_d2,0,0,1024,1024,
mariadb,V5_data_2029,bouees_10_d1,0,0,1024,1024,
mariadb,V5_data_2029,mae_01_d2,0,0,1024,1024,
mariadb,V5_data_2029,synop_01_d3,0,0,1024,1024,
mariadb,V5_data_2029,static_06_d2,0,0,1024,1024,
mariadb,V5_data_2029,bouees_08_d2,0,0,1024,1024,
mariadb,V5_data_2029,metar_11_d1,0,0,1024,1024,
mariadb,V5_data_2029,mae_08_d3,0,0,1024,1024,
mariadb,V5_data_2029,synop_10_d1,0,0,1024,1024,
mariadb,V5_data_2029,mae_02_d1,0,0,1024,1024,
mariadb,V5_data_2029,metar_12_d2,0,0,1024,1024,
mariadb,V5_data_2029,bouees_01_d3,0,0,1024,1024,
mariadb,V5_data_2029,bouees_07_d2,0,0,1024,1024,
mariadb,V5_data_2029,static_02_d3,0,0,1024,1024,
mariadb,V5_data_2029,metar_04_d2,0,0,1024,1024,
mariadb,V5_data_2029,static_08_d1,0,0,1024,1024,
mariadb,V5_data_2029,bouees_06_d1,0,0,1024,1024,
mariadb,V5_data_2029,synop_05_d2,0,0,1024,1024,
mariadb,V5_data_2029,synop_08_d2,0,0,1024,1024,
mariadb,V5_data_2029,static_05_d1,0,0,1024,1024,
mariadb,V5_data_2029,metar_09_d2,0,0,1024,1024,
mariadb,V5_data_2029,bouees_05_d2,0,0,1024,1024,
mariadb,V5_data_2029,metar_05_d3,0,0,1024,1024,
mariadb,V5_data_2029,mae_10_d2,0,0,1024,1024,
mariadb,V5_data_2029,mae_02_d3,0,0,1024,1024,
mariadb,V5_data_2029,mae_08_d1,0,0,1024,1024,
mariadb,V5_data_2029,synop_10_d3,0,0,1024,1024,
mariadb,V5_data_2029,metar_11_d3,0,0,1024,1024,
mariadb,V5_data_2029,bouees_02_d2,0,0,1024,1024,
mariadb,V5_data_2029,synop_01_d1,0,0,1024,1024,
mariadb,V5_data_2029,mae_05_d1,0,0,1024,1024,
mariadb,V5_data_2029,synop_06_d3,0,0,1024,1024,
mariadb,V5_data_2029,synop_02_d2,0,0,1024,1024,
mariadb,V5_data_2029,metar_03_d2,0,0,1024,1024,
mariadb,V5_data_2029,static_05_d3,0,0,1024,1024,
mariadb,V5_data_2029,static_03_d2,0,0,1024,1024,
mariadb,V5_data_2029,synop_04_d3,0,0,1024,1024,
mariadb,V5_data_2029,mae_07_d1,0,0,1024,1024,
mariadb,V5_data_2029,mae_06_d2,0,0,1024,1024,
mariadb,V5_data_2029,static_08_d3,0,0,1024,1024,
mariadb,V5_data_2029,bouees_06_d3,0,0,1024,1024,
mariadb,V5_data_2029,static_02_d1,0,0,1024,1024,
mariadb,V5_data_2029,bouees_10_d3,0,0,1024,1024,
mariadb,V5_data_2029,bouees_01_d1,0,0,1024,1024,
mariadb,V5_data_2029,metar_06_d3,0,0,1024,1024,
mariadb,V5_data_2029,static_01_d2,0,0,1024,1024,
mariadb,V5_data_2029,synop_05_d3,0,0,1024,1024,
mariadb,V5_data_2029,static_06_d3,0,0,1024,1024,
mariadb,V5_data_2029,bouees_02_d1,0,0,1024,1024,
mariadb,V5_data_2029,synop_01_d2,0,0,1024,1024,
mariadb,V5_data_2029,mae_08_d2,0,0,1024,1024,
mariadb,V5_data_2029,static_01_d1,0,0,1024,1024,
mariadb,V5_data_2029,bouees_05_d3,0,0,1024,1024,
mariadb,V5_data_2029,static_10_d3,0,0,1024,1024,
mariadb,V5_data_2029,mae_05_d2,0,0,1024,1024,
mariadb,V5_data_2029,mae_04_d1,0,0,1024,1024,
mariadb,V5_data_2029,bouees_08_d3,0,0,1024,1024,
mariadb,V5_data_2029,metar_12_d3,0,0,1024,1024,
mariadb,V5_data_2029,mae_01_d3,0,0,1024,1024,
mariadb,V5_data_2029,metar_04_d3,0,0,1024,1024,
mariadb,V5_data_2029,static_02_d2,0,0,1024,1024,
mariadb,V5_data_2029,mae_06_d1,0,0,1024,1024,
mariadb,V5_data_2029,bouees_01_d2,0,0,1024,1024,
mariadb,V5_data_2029,metar_09_d3,0,0,1024,1024,
mariadb,V5_data_2029,metar_03_d1,0,0,1024,1024,
mariadb,V5_data_2029,synop_02_d1,0,0,1024,1024,
mariadb,V5_data_2029,synop_08_d3,0,0,1024,1024,
mariadb,V5_data_2029,mae_10_d1,0,0,1024,1024,
mariadb,V5_data_2029,profiles,0,0,1024,1024,
mariadb,V5_data_2029,synop_12_d3,0,0,1024,1024,
mariadb,V5_data_2029,metar_06_d1,0,0,1024,1024,
mariadb,V5_data_2029,metar_11_d2,0,0,1024,1024,
mariadb,V5_data_2029,metar_09_d1,0,0,1024,1024,
mariadb,V5_data_2029,static_05_d2,0,0,1024,1024,
mariadb,V5_data_2029,metar_03_d3,0,0,1024,1024,
mariadb,V5_data_2029,synop_02_d3,0,0,1024,1024,
mariadb,V5_data_2029,mae_10_d3,0,0,1024,1024,
mariadb,V5_data_2029,synop_08_d1,0,0,1024,1024,
mariadb,V5_data_2029,mae_01_d1,0,0,1024,1024,
mariadb,V5_data_2029,bouees_10_d2,0,0,1024,1024,
mariadb,V5_data_2029,metar_12_d1,0,0,1024,1024,
mariadb,V5_data_2029,synop_10_d2,0,0,1024,1024,
mariadb,V5_data_2029,mae_02_d2,0,0,1024,1024,
mariadb,V5_data_2029,bouees_04_d2,0,0,1024,1024,
mariadb,V5_data_2029,synop_07_d1,0,0,1024,1024,
mariadb,V5_data_2029,synop_06_d2,0,0,1024,1024,
mariadb,V5_data_2029,metar_07_d2,0,0,1024,1024,
mariadb,V5_data_2029,static_01_d3,0,0,1024,1024,
mariadb,V5_data_2029,bouees_05_d1,0,0,1024,1024,
mariadb,V5_data_2029,static_10_d1,0,0,1024,1024,
mariadb,V5_data_2029,static_06_d1,0,0,1024,1024,
mariadb,V5_data_2029,bouees_08_d1,0,0,1024,1024,
mariadb,V5_data_2029,bouees_02_d3,0,0,1024,1024,
mariadb,V5_data_2029,synop_05_d1,0,0,1024,1024,
mariadb,V5_data_2029,static_08_d2,0,0,1024,1024,
mariadb,V5_data_2029,metar_01_d2,0,0,1024,1024,
mariadb,V5_data_2029,bouees_03_d1,0,0,1024,1024,
mariadb,V5_data_2029,bouees_12_d3,0,0,1024,1024,
mariadb,V5_data_2029,mae_09_d2,0,0,1024,1024,
mariadb,V5_data_2029,synop_03_d1,0,0,1024,1024,
mariadb,V5_data_2029,synop_09_d3,0,0,1024,1024,
mariadb,V5_data_2029,mae_11_d1,0,0,1024,1024,
mariadb,V5_data_2029,metar_08_d3,0,0,1024,1024,
mariadb,V5_data_2029,bouees_09_d3,0,0,1024,1024,
mariadb,V5_data_2029,static_07_d3,0,0,1024,1024,
mariadb,V5_data_2029,metar_02_d1,0,0,1024,1024,
mariadb,V5_data_2029,bouees_06_d2,0,0,1024,1024,
mariadb,V5_data_2029,metar_04_d1,0,0,1024,1024,
mariadb,V5_data_2029,mae_06_d3,0,0,1024,1024,
mariadb,V5_data_2029,bouees_04_d3,0,0,1024,1024,
mariadb,V5_data_2029,mae_04_d2,0,0,1024,1024,
mariadb,V5_data_2029,static_11_d3,0,0,1024,1024,
mariadb,V5_data_2029,mae_12_d2,0,0,1024,1024,
mariadb,V5_data_2030,mae_04_d2,0,0,1024,1024,
mariadb,V5_data_2030,metar_09_d3,0,0,1024,1024,
mariadb,V5_data_2030,synop_08_d3,0,0,1024,1024,
mariadb,V5_data_2030,bouees_04_d3,0,0,1024,1024,
mariadb,V5_data_2030,metar_03_d1,0,0,1024,1024,
mariadb,V5_data_2030,synop_02_d1,0,0,1024,1024,
mariadb,V5_data_2030,static_11_d3,0,0,1024,1024,
mariadb,V5_data_2030,metar_12_d3,0,0,1024,1024,
mariadb,V5_data_2030,bouees_03_d1,0,0,1024,1024,
mariadb,V5_data_2030,static_07_d3,0,0,1024,1024,
mariadb,V5_data_2030,static_03_d2,0,0,1024,1024,
mariadb,V5_data_2030,synop_01_d2,0,0,1024,1024,
mariadb,V5_data_2030,synop_12_d1,0,0,1024,1024,
mariadb,V5_data_2030,metar_05_d1,0,0,1024,1024,
mariadb,V5_data_2030,mae_02_d2,0,0,1024,1024,
mariadb,V5_data_2030,bouees_08_d1,0,0,1024,1024,
mariadb,V5_data_2030,static_06_d1,0,0,1024,1024,
mariadb,V5_data_2030,synop_04_d1,0,0,1024,1024,
mariadb,V5_data_2030,bouees_02_d3,0,0,1024,1024,
mariadb,V5_data_2030,mae_11_d1,0,0,1024,1024,
mariadb,V5_data_2030,mae_07_d1,0,0,1024,1024,
mariadb,V5_data_2030,static_10_d1,0,0,1024,1024,
mariadb,V5_data_2030,synop_05_d3,0,0,1024,1024,
mariadb,V5_data_2030,synop_11_d3,0,0,1024,1024,
mariadb,V5_data_2030,bouees_06_d3,0,0,1024,1024,
mariadb,V5_data_2030,static_08_d3,0,0,1024,1024,
mariadb,V5_data_2030,static_02_d1,0,0,1024,1024,
mariadb,V5_data_2030,bouees_10_d3,0,0,1024,1024,
mariadb,V5_data_2030,mae_10_d2,0,0,1024,1024,
mariadb,V5_data_2030,metar_06_d3,0,0,1024,1024,
mariadb,V5_data_2030,bouees_01_d1,0,0,1024,1024,
mariadb,V5_data_2030,mae_06_d2,0,0,1024,1024,
mariadb,V5_data_2030,metar_10_d3,0,0,1024,1024,
mariadb,V5_data_2030,mae_05_d1,0,0,1024,1024,
mariadb,V5_data_2030,metar_02_d2,0,0,1024,1024,
mariadb,V5_data_2030,mae_09_d2,0,0,1024,1024,
mariadb,V5_data_2030,metar_04_d3,0,0,1024,1024,
mariadb,V5_data_2030,mae_12_d2,0,0,1024,1024,
mariadb,V5_data_2030,bouees_12_d3,0,0,1024,1024,
mariadb,V5_data_2030,mae_08_d1,0,0,1024,1024,
mariadb,V5_data_2030,mae_02_d3,0,0,1024,1024,
mariadb,V5_data_2030,bouees_02_d2,0,0,1024,1024,
mariadb,V5_data_2030,static_01_d2,0,0,1024,1024,
mariadb,V5_data_2030,synop_03_d2,0,0,1024,1024,
mariadb,V5_data_2030,metar_01_d1,0,0,1024,1024,
mariadb,V5_data_2030,synop_07_d3,0,0,1024,1024,
mariadb,V5_data_2030,mae_04_d3,0,0,1024,1024,
mariadb,V5_data_2030,metar_09_d2,0,0,1024,1024,
mariadb,V5_data_2030,synop_08_d2,0,0,1024,1024,
mariadb,V5_data_2030,bouees_04_d2,0,0,1024,1024,
mariadb,V5_data_2030,synop_10_d1,0,0,1024,1024,
mariadb,V5_data_2030,static_12_d1,0,0,1024,1024,
mariadb,V5_data_2030,metar_11_d1,0,0,1024,1024,
mariadb,V5_data_2030,bouees_07_d1,0,0,1024,1024,
mariadb,V5_data_2030,static_09_d1,0,0,1024,1024,
mariadb,V5_data_2030,metar_12_d2,0,0,1024,1024,
mariadb,V5_data_2030,static_11_d2,0,0,1024,1024,
mariadb,V5_data_2030,mae_12_d3,0,0,1024,1024,
mariadb,V5_data_2030,bouees_01_d2,0,0,1024,1024,
mariadb,V5_data_2030,bouees_12_d2,0,0,1024,1024,
mariadb,V5_data_2030,bouees_09_d2,0,0,1024,1024,
mariadb,V5_data_2030,static_07_d2,0,0,1024,1024,
mariadb,V5_data_2030,synop_05_d2,0,0,1024,1024,
mariadb,V5_data_2030,mae_09_d3,0,0,1024,1024,
mariadb,V5_data_2030,metar_04_d2,0,0,1024,1024,
mariadb,V5_data_2030,mae_03_d1,0,0,1024,1024,
mariadb,V5_data_2030,synop_01_d3,0,0,1024,1024,
mariadb,V5_data_2030,static_03_d3,0,0,1024,1024,
mariadb,V5_data_2030,bouees_11_d1,0,0,1024,1024,
mariadb,V5_data_2030,mae_06_d3,0,0,1024,1024,
mariadb,V5_data_2030,metar_10_d2,0,0,1024,1024,
mariadb,V5_data_2030,synop_11_d2,0,0,1024,1024,
mariadb,V5_data_2030,synop_09_d1,0,0,1024,1024,
mariadb,V5_data_2030,static_01_d3,0,0,1024,1024,
mariadb,V5_data_2030,synop_03_d3,0,0,1024,1024,
mariadb,V5_data_2030,bouees_05_d1,0,0,1024,1024,
mariadb,V5_data_2030,metar_02_d3,0,0,1024,1024,
mariadb,V5_data_2030,metar_08_d1,0,0,1024,1024,
mariadb,V5_data_2030,static_08_d2,0,0,1024,1024,
mariadb,V5_data_2030,bouees_06_d2,0,0,1024,1024,
mariadb,V5_data_2030,synop_06_d1,0,0,1024,1024,
mariadb,V5_data_2030,static_04_d1,0,0,1024,1024,
mariadb,V5_data_2030,metar_07_d1,0,0,1024,1024,
mariadb,V5_data_2030,mae_01_d1,0,0,1024,1024,
mariadb,V5_data_2030,metar_06_d2,0,0,1024,1024,
mariadb,V5_data_2030,synop_07_d2,0,0,1024,1024,
mariadb,V5_data_2030,static_05_d2,0,0,1024,1024,
mariadb,V5_data_2030,bouees_10_d2,0,0,1024,1024,
mariadb,V5_data_2030,mae_10_d3,0,0,1024,1024,
mariadb,V5_data_2030,profiles,0,0,1024,1024,
mariadb,V5_data_2030,static_05_d3,0,0,1024,1024,
mariadb,V5_data_2030,bouees_08_d2,0,0,1024,1024,
mariadb,V5_data_2030,acars,0,0,1024,1024,
mariadb,V5_data_2030,static_02_d3,0,0,1024,1024,
mariadb,V5_data_2030,bouees_06_d1,0,0,1024,1024,
mariadb,V5_data_2030,static_08_d1,0,0,1024,1024,
mariadb,V5_data_2030,synop_11_d1,0,0,1024,1024,
mariadb,V5_data_2030,metar_10_d1,0,0,1024,1024,
mariadb,V5_data_2030,static_05_d1,0,0,1024,1024,
mariadb,V5_data_2030,bouees_01_d3,0,0,1024,1024,
mariadb,V5_data_2030,synop_07_d1,0,0,1024,1024,
mariadb,V5_data_2030,metar_01_d3,0,0,1024,1024,
mariadb,V5_data_2030,static_10_d2,0,0,1024,1024,
mariadb,V5_data_2030,static_06_d2,0,0,1024,1024,
mariadb,V5_data_2030,mae_02_d1,0,0,1024,1024,
mariadb,V5_data_2030,mae_08_d3,0,0,1024,1024,
mariadb,V5_data_2030,metar_05_d2,0,0,1024,1024,
mariadb,V5_data_2030,mae_05_d3,0,0,1024,1024,
mariadb,V5_data_2030,metar_08_d2,0,0,1024,1024,
mariadb,V5_data_2030,bouees_05_d2,0,0,1024,1024,
mariadb,V5_data_2030,synop_09_d2,0,0,1024,1024,
mariadb,V5_data_2030,synop_12_d2,0,0,1024,1024,
mariadb,V5_data_2030,metar_06_d1,0,0,1024,1024,
mariadb,V5_data_2030,mae_01_d2,0,0,1024,1024,
mariadb,V5_data_2030,bouees_10_d1,0,0,1024,1024,
mariadb,V5_data_2030,mae_07_d2,0,0,1024,1024,
mariadb,V5_data_2030,metar_11_d3,0,0,1024,1024,
mariadb,V5_data_2030,static_12_d3,0,0,1024,1024,
mariadb,V5_data_2030,synop_10_d3,0,0,1024,1024,
mariadb,V5_data_2030,static_04_d3,0,0,1024,1024,
mariadb,V5_data_2030,metar_07_d3,0,0,1024,1024,
mariadb,V5_data_2030,synop_06_d3,0,0,1024,1024,
mariadb,V5_data_2030,bouees_11_d3,0,0,1024,1024,
mariadb,V5_data_2030,mae_11_d2,0,0,1024,1024,
mariadb,V5_data_2030,static_09_d3,0,0,1024,1024,
mariadb,V5_data_2030,bouees_07_d3,0,0,1024,1024,
mariadb,V5_data_2030,mae_03_d3,0,0,1024,1024,
mariadb,V5_data_2030,mae_09_d1,0,0,1024,1024,
mariadb,V5_data_2030,bouees_03_d2,0,0,1024,1024,
